location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Handschuh Fingerspitzen / im Bereich zw. Pumpen u. Port,Alert level excursion rate,4131,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Handschuh Fingerspitzen / im Bereich zw. Pumpen u. Port""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Handschuh Fingerspitzen / im Bereich zw. Pumpen u. Port,Alert level excursion rate,4132,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Handschuh Fingerspitzen / im Bereich zw. Pumpen u. Port""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Handschuh Unterarm / im Bereich zw. Pumpen u. Port,Alert level excursion rate,4133,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Handschuh Unterarm / im Bereich zw. Pumpen u. Port""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Handschuh Unterarm / im Bereich zw. Pumpen u. Port,Alert level excursion rate,4134,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Handschuh Unterarm / im Bereich zw. Pumpen u. Port""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Handschuh - auf Loch,Alert level excursion rate,4135,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Handschuh - auf Loch""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 1,Alert level excursion rate,4136,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 1""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 2,Alert level excursion rate,4137,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 2""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 3,Alert level excursion rate,4138,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 1 Aufrüsten / geöffneter Isolator / Position 3""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 2 Aufrüsten / geöffneter Isolator / Position 3,Alert level excursion rate,4139,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 2 Aufrüsten / geöffneter Isolator / Position 3""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 3 Aufrüsten / geöffneter Isolator / Position 1,Alert level excursion rate,4140,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 3 Aufrüsten / geöffneter Isolator / Position 1""}]"
AL4128,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Sediplatte 3 Aufrüsten / geöffneter Isolator / Position 2,Alert level excursion rate,4141,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Sediplatte 3 Aufrüsten / geöffneter Isolator / Position 2""}]"
Sterilfüllraum 6 - Grade C,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6 - Grade C,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_209,SURFACE_AA,LI_VIABSURF_TSA,Türe vom Bereich mit Sterilfilter,Alert level excursion rate,4142,"[{""location_description"":""Sterilfüllraum 6 - Grade C"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6 - Grade C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_209"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türe vom Bereich mit Sterilfilter""}]"
Sterilfüllraum 5 - Grade C,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 5 - Grade C,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_222,SURFACE_AA,LI_VIABSURF_TSA,Türe vom Bereich mit Sterilfilter,Alert level excursion rate,4143,"[{""location_description"":""Sterilfüllraum 5 - Grade C"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 5 - Grade C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_222"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türe vom Bereich mit Sterilfilter""}]"
AL4125,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4125,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4125,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4144,"[{""location_description"":""AL4125"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4125"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4125"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
AL4126,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4126,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4126,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4145,"[{""location_description"":""AL4126"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4126"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4126"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4146,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_206B,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4147,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_206B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_207B,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4148,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_207B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_210B,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4149,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_210B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_211B,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4150,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_211B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_207B,PERSON_AA,LI_PERS_MON_5,Personnel Monitoring,Alert level excursion rate,4151,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_207B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_5"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4152,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4153,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4154,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4155,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_210B,PERSON_AA,LI_PERS_MON_5,Personnel Monitoring,Alert level excursion rate,4156,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_210B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_5"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_211B,PERSON_AA,LI_PERS_MON_5,Personnel Monitoring,Alert level excursion rate,4157,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_211B"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_5"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 5,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 5,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_222,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4158,"[{""location_description"":""Sterilfüllraum 5"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 5"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_222"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 7 - Grade C,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7 - Grade C,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_208,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4159,"[{""location_description"":""Sterilfüllraum 7 - Grade C"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7 - Grade C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_208"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 6 - Grade C,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6 - Grade C,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_209,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4160,"[{""location_description"":""Sterilfüllraum 6 - Grade C"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6 - Grade C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_209"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 10,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 10,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_212,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4161,"[{""location_description"":""Sterilfüllraum 10"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 10"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_212"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 10,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 10,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_212,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4162,"[{""location_description"":""Sterilfüllraum 10"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 10"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_212"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Ansatzbereitung Kabine 1,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 1,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_215,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4163,"[{""location_description"":""Ansatzbereitung Kabine 1"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_215"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Ansatzbereitung Kabine 1,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 1,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_215,PERSON_AA,LI_PERS_MON_4,Personnel Monitoring,Alert level excursion rate,4164,"[{""location_description"":""Ansatzbereitung Kabine 1"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_215"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_4"",""site_description"":""Personnel Monitoring""}]"
Ansatzbereitung Kabine 2,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 2,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_216,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4165,"[{""location_description"":""Ansatzbereitung Kabine 2"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 2"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_216"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Ansatzbereitung Kabine 2,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 2,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_216,PERSON_AA,LI_PERS_MON_4,Personnel Monitoring,Alert level excursion rate,4166,"[{""location_description"":""Ansatzbereitung Kabine 2"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 2"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_216"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_4"",""site_description"":""Personnel Monitoring""}]"
