location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
Materialschleuse Müll POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Müll POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007,ACTIVEAIR_AA,LI_VIABAIR_TSA,reine Seite Mitte,% CRR,108,"[{""location_description"":""Materialschleuse Müll POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Müll POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""reine Seite Mitte""}]"
Materialschleuse Müll POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Müll POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007,SURFACE_AA,LI_VIABSURF_TSA,Sichtfenster von Türe zu Waschraum 46.01.016,% CRR,109,"[{""location_description"":""Materialschleuse Müll POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Müll POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Sichtfenster von Türe zu Waschraum 46.01.016""}]"
Materialschleuse Müll POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Müll POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007,SURFACE_AA,LI_VIABSURF_TSA,Wand links (auf Seite RKl.C),% CRR,110,"[{""location_description"":""Materialschleuse Müll POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Müll POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_007"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand links (auf Seite RKl.C)""}]"
Materialschleuse Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008,ACTIVEAIR_AA,LI_VIABAIR_TSA,reine Seite Mitte,% CRR,111,"[{""location_description"":""Materialschleuse Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""reine Seite Mitte""}]"
Materialschleuse Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008,SURFACE_AA,LI_VIABSURF_TSA,Rolltor zu Gang Konzentrat POST 46.01.018,% CRR,112,"[{""location_description"":""Materialschleuse Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Rolltor zu Gang Konzentrat POST 46.01.018""}]"
Materialschleuse Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Materialschleuse Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008,SURFACE_AA,LI_VIABSURF_TSA,Wand zw. Ablagefläche u. Reinigungsprotokoll,% CRR,113,"[{""location_description"":""Materialschleuse Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Materialschleuse Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_008"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand zw. Ablagefläche u. Reinigungsprotokoll""}]"
Personalschleuse - Damen Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Damen Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009,ACTIVEAIR_AA,LI_VIABAIR_TSA,reine Seite Mitte,% CRR,114,"[{""location_description"":""Personalschleuse - Damen Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Damen Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""reine Seite Mitte""}]"
Personalschleuse - Damen Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Damen Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu Gang Konzentrat POST 46.01.018,% CRR,115,"[{""location_description"":""Personalschleuse - Damen Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Damen Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu Gang Konzentrat POST 46.01.018""}]"
Personalschleuse - Damen Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Damen Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009,SURFACE_AA,LI_VIABSURF_TSA,Boden vor Türe zu Gang Konzentrat POST 46.01.018,% CRR,116,"[{""location_description"":""Personalschleuse - Damen Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Damen Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_009"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden vor Türe zu Gang Konzentrat POST 46.01.018""}]"
Personalschleuse - Herren Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Herren Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010,ACTIVEAIR_AA,LI_VIABAIR_TSA,reine Seite Mitte,% CRR,117,"[{""location_description"":""Personalschleuse - Herren Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Herren Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""reine Seite Mitte""}]"
Personalschleuse - Herren Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Herren Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu Gang Konzentrat POST 46.01.018,% CRR,118,"[{""location_description"":""Personalschleuse - Herren Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Herren Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu Gang Konzentrat POST 46.01.018""}]"
Personalschleuse - Herren Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Personalschleuse - Herren Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010,SURFACE_AA,LI_VIABSURF_TSA,Boden vor Türe zu Gang Konzentrat POST 46.01.018,% CRR,119,"[{""location_description"":""Personalschleuse - Herren Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Personalschleuse - Herren Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_010"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden vor Türe zu Gang Konzentrat POST 46.01.018""}]"
Gebinde Reinkonzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gebinde Reinkonzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,120,"[{""location_description"":""Gebinde Reinkonzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gebinde Reinkonzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Gebinde Reinkonzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gebinde Reinkonzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu Waschraum 46.01.016,% CRR,121,"[{""location_description"":""Gebinde Reinkonzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gebinde Reinkonzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu Waschraum 46.01.016""}]"
Gebinde Reinkonzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gebinde Reinkonzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015,SURFACE_AA,LI_VIABSURF_TSA,Sichtfenster zu Besuchergang,% CRR,122,"[{""location_description"":""Gebinde Reinkonzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gebinde Reinkonzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Sichtfenster zu Besuchergang""}]"
Gebinde Reinkonzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gebinde Reinkonzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015,SURFACE_AA,LI_VIABSURF_TSA,Boden Raummitte,% CRR,123,"[{""location_description"":""Gebinde Reinkonzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gebinde Reinkonzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_015"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden Raummitte""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,ACTIVEAIR_AA,LI_VIABAIR_TSA,Bereich zw. Türen zu Materialschleuse u. Gang,% CRR,124,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Bereich zw. Türen zu Materialschleuse u. Gang""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich des Waschbeckens,% CRR,125,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich des Waschbeckens""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,ORG,LI_Org ID (MOLD),im Bereich des Waschbeckens,% CRR,126,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""im Bereich des Waschbeckens""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,SURFACE_AA,LI_VIABSURF_TSA,Waschtisch rechts neben Waschbecken,% CRR,127,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Waschtisch rechts neben Waschbecken""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,SURFACE_AA,LI_VIABSURF_TSA,Oberfläche Waschautomat,% CRR,128,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Oberfläche Waschautomat""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,SURFACE_AA,LI_VIABSURF_TSA,Wand rechts neben Wasserentnahmestelle,% CRR,129,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand rechts neben Wasserentnahmestelle""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,SURFACE_AA,LI_VIABSURF_TSA,Sichtfenster von Türe zu Gebindelager 46.01.015,% CRR,130,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Sichtfenster von Türe zu Gebindelager 46.01.015""}]"
Waschraum POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Waschraum POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016,SURFACE_AA,LI_VIABSURF_TSA,Boden zw. Waschtisch u. Türe zu 46.01.015,% CRR,131,"[{""location_description"":""Waschraum POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Waschraum POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_016"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden zw. Waschtisch u. Türe zu 46.01.015""}]"
Gang Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gang Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich der Kühlraumschleusen,% CRR,132,"[{""location_description"":""Gang Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gang Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich der Kühlraumschleusen""}]"
Gang Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gang Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich der Personalschleusen,% CRR,133,"[{""location_description"":""Gang Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gang Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich der Personalschleusen""}]"
Gang Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gang Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu Waschraum 46.01.016,% CRR,134,"[{""location_description"":""Gang Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gang Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu Waschraum 46.01.016""}]"
Gang Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gang Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018,SURFACE_AA,LI_VIABSURF_TSA,Sichtfenster von Türe zu MS Kühlraum 46.01.025,% CRR,135,"[{""location_description"":""Gang Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gang Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Sichtfenster von Türe zu MS Kühlraum 46.01.025""}]"
Gang Konzentrat POST,Clean Room Class C,Level 01,Linz,Takeda Global,Building 46,Gang Konzentrat POST,"",TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018,SURFACE_AA,LI_VIABSURF_TSA,Wand zw. R.46.01.023 u. R.46.01.020,% CRR,136,"[{""location_description"":""Gang Konzentrat POST"",""Area"":""Clean Room Class C"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 46"",""Room"":""Gang Konzentrat POST"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI46 -> LI46_01 -> Grade_C -> LI4601_C_018"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand zw. R.46.01.023 u. R.46.01.020""}]"
